"cefalea","escalofrio","hiporexia","odinofagia","exantema","prurito","vomito","altconciencia","edemapar","hepatomeg","rinorrea","hemo","bayes","enfer","san","alpha","beta","hemo.pos.D","hemo.neg.D","hemo.pos.ND","hemo.neg.ND","alpha.secu.1","beta.secu.1","alpha.secu.2","beta.secu.2","bayes.secu.pos","bayes.secu.neg"
1,1,0,0,0,1,1,0,1,1,0,1,0.486673393042292,0,0,1,1,0,0,0,0,1,1,1,1,0.508041087060641,0.493669473630363
1,1,0,0,0,1,1,0,1,1,0,0,0.51498719444382,0,0,1,1,0,0,0,0,1,1,1,1,0.531005998116961,0.509649828335428
1,1,0,0,0,1,1,0,1,0,1,1,0.508957604318857,0,0,1,1,0,0,0,0,1,1,1,1,0.515704653737336,0.529358386973473
1,1,0,0,0,1,1,0,1,0,1,0,0.4883619726873,0,0,1,1,0,0,0,0,1,1,1,1,0.493987479113219,0.45974923148086
1,1,0,0,0,1,1,0,1,0,0,1,0.514117746558273,0,0,1,1,0,0,0,0,1,1,1,1,0.527330414067768,0.503746069238152
1,1,0,0,0,1,1,0,1,0,0,0,0.50241430707532,0,0,1,1,0,0,0,0,1,1,1,1,0.489388874485936,0.500059785375904
1,1,0,0,0,1,1,0,0,1,1,1,0.486335440956522,0,0,1,1,0,0,0,0,1,1,1,1,0.503395900440077,0.491789464288286
1,1,0,0,0,1,1,0,0,1,1,0,0.504145470176358,0,0,1,1,0,0,0,0,1,1,1,1,0.514188853890305,0.492324542829955
1,1,0,0,0,1,1,0,0,1,0,1,0.663347815653183,1,0,2,1,1,0,0,0,2,1,1,1,0.727294870482822,0.566061548553314
1,1,0,0,0,1,1,0,0,1,0,0,0.507415138891665,0,0,1,1,0,0,0,0,1,1,1,1,0.494150613309616,0.48725677541259
1,1,0,0,0,1,1,0,0,0,1,1,0.50125588538195,0,0,1,1,0,0,0,0,1,1,1,1,0.510449046684617,0.473834959286136
1,1,0,0,0,1,1,0,0,0,1,0,0.512006397579098,0,0,1,1,0,0,0,0,1,1,1,1,0.521515719269297,0.503776162815056
1,1,0,0,0,1,1,0,0,0,0,1,0.497912433681311,0,0,1,1,0,0,0,0,1,1,1,1,0.512186612086841,0.495358420851609
1,1,0,0,0,1,1,0,0,0,0,0,0.503051748192636,0,0,1,1,0,0,0,0,1,1,1,1,0.502411197312523,0.507046452258525
1,1,0,0,0,1,0,1,1,1,1,1,0.514511665952625,0,0,1,1,0,0,0,0,1,1,1,1,0.514768666112829,0.523100392059472
1,1,0,0,0,1,0,1,1,1,1,0,0.496450122518232,0,0,1,1,0,0,0,0,1,1,1,1,0.496895534446448,0.483838164033228
1,1,0,0,0,1,0,1,1,1,0,1,0.485717991084326,0,0,1,1,0,0,0,0,1,1,1,1,0.49589043315076,0.493933023082975
1,1,0,0,0,1,0,1,1,1,0,0,0.513145187199814,0,0,1,1,0,0,0,0,1,1,1,1,0.506076379522148,0.533370674360391
1,1,0,0,0,1,0,1,1,0,1,1,0.509132624419173,0,0,1,1,0,0,0,0,1,1,1,1,0.507255470282668,0.520289120856923
1,1,0,0,0,1,0,1,1,0,1,0,0.505689545813017,0,0,1,1,0,0,0,0,1,1,1,1,0.504607531360341,0.506839444687686
1,1,0,0,0,1,0,1,1,0,0,1,0.495586332695326,0,0,1,1,0,0,0,0,1,1,1,1,0.500262302018906,0.478444009789307
1,1,0,0,0,1,0,1,1,0,0,0,0.502103160224855,0,0,1,1,0,0,0,0,1,1,1,1,0.515230525637724,0.508679758537535
1,1,0,0,0,1,0,1,0,1,1,1,0.504623451837338,0,0,1,1,0,0,0,0,1,1,1,1,0.50517619707591,0.491780754920051
1,1,0,0,0,1,0,1,0,1,1,0,0.507991339220433,0,0,1,1,0,0,0,0,1,1,1,1,0.515706148805878,0.524245755342904
1,1,0,0,0,1,0,1,0,1,0,1,0.505046970778843,0,0,1,1,0,0,0,0,1,1,1,1,0.497690399087003,0.501422548787801
1,1,0,0,0,1,0,1,0,1,0,0,0.515672809534473,0,0,1,1,0,0,0,0,1,1,1,1,0.502247677275198,0.509056490965906
1,1,0,0,0,1,0,1,0,0,1,1,0.200836442366251,0,3,1,4,0,0,0,3,1,1,1,4,0.38806031153275,0.14180308215715
1,1,0,0,0,1,0,1,0,0,1,0,0.496505980353279,1,1,2,2,1,0,0,1,2,1,1,2,0.661424793239264,0.327077830054609
1,1,0,0,0,1,0,1,0,0,0,1,0.568065594042575,3,2,4,3,2,1,1,1,3,2,2,2,0.612613449822627,0.493606655571751
1,1,0,0,0,1,0,1,0,0,0,0,0.32117553461811,0,1,1,2,0,0,1,0,1,1,2,1,0.25764472011227,0.410163623987946
1,1,0,0,0,1,0,0,1,1,1,1,0.509642984392121,0,0,1,1,0,0,0,0,1,1,1,1,0.521237061326875,0.491797017174054
1,1,0,0,0,1,0,0,1,1,1,0,0.512790234543849,0,0,1,1,0,0,0,0,1,1,1,1,0.499833248792821,0.51493039133704
1,1,0,0,0,1,0,0,1,1,0,1,0.496913964780746,0,0,1,1,0,0,0,0,1,1,1,1,0.493209973121367,0.501193907282028
1,1,0,0,0,1,0,0,1,1,0,0,0.504152947032591,0,0,1,1,0,0,0,0,1,1,1,1,0.493565210029211,0.500822336946618
1,1,0,0,0,1,0,0,1,0,1,1,0.500362521300092,0,0,1,1,0,0,0,0,1,1,1,1,0.498895624904074,0.511751612323433
1,1,0,0,0,1,0,0,1,0,1,0,0.491651092518354,0,0,1,1,0,0,0,0,1,1,1,1,0.509487672472467,0.481292046532107
1,1,0,0,0,1,0,0,1,0,0,1,0.506636717838002,0,0,1,1,0,0,0,0,1,1,1,1,0.495285290264616,0.516080582007621
1,1,0,0,0,1,0,0,1,0,0,0,0.517702051280532,0,0,1,1,0,0,0,0,1,1,1,1,0.527890477955391,0.531772599577115
1,1,0,0,0,1,0,0,0,1,1,1,0.494477040652186,0,0,1,1,0,0,0,0,1,1,1,1,0.495080529302459,0.480093723821599
1,1,0,0,0,1,0,0,0,1,1,0,0.517232035079971,0,0,1,1,0,0,0,0,1,1,1,1,0.511204406953594,0.508223290904512
1,1,0,0,0,1,0,0,0,1,0,1,0.506369599788915,0,0,1,1,0,0,0,0,1,1,1,1,0.51269695053299,0.495219883999303
1,1,0,0,0,1,0,0,0,1,0,0,0.496115023717284,0,0,1,1,0,0,0,0,1,1,1,1,0.507586522556669,0.485935926101079
1,1,0,0,0,1,0,0,0,0,1,1,0.325654336186157,0,1,1,2,0,0,0,1,1,1,1,2,0.415899485707425,0.260632507624638
1,1,0,0,0,1,0,0,0,0,1,0,0.319864428271656,0,1,1,2,0,0,1,0,1,1,2,1,0.259898333471642,0.417119728551365
1,1,0,0,0,1,0,0,0,0,0,1,0.197005451055308,0,3,1,4,0,0,1,2,1,1,2,3,0.235021730602409,0.173331636320641
1,1,0,0,0,1,0,0,0,0,0,0,0.500238441780209,0,0,1,1,0,0,0,0,1,1,1,1,0.487634812654152,0.50771849484634
1,1,0,0,0,0,1,1,1,1,1,1,0.49061452838406,0,0,1,1,0,0,0,0,1,1,1,1,0.502007377268132,0.502112732955671
1,1,0,0,0,0,1,1,1,1,1,0,0.500406824803678,0,0,1,1,0,0,0,0,1,1,1,1,0.498654879243741,0.507493500452179
1,1,0,0,0,0,1,1,1,1,0,1,0.506283548816573,0,0,1,1,0,0,0,0,1,1,1,1,0.509592753863946,0.501894534253376
1,1,0,0,0,0,1,1,1,1,0,0,0.493610012526624,0,0,1,1,0,0,0,0,1,1,1,1,0.483322949535543,0.493849037328843
1,1,0,0,0,0,1,1,1,0,1,1,0.753913147868364,2,0,3,1,1,1,0,0,2,2,1,1,0.742476522508414,0.757893011830116
1,1,0,0,0,0,1,1,1,0,1,0,0.493569068856541,1,1,2,2,1,0,1,0,2,1,2,1,0.50608130281674,0.511702252360165
1,1,0,0,0,0,1,1,1,0,0,1,0.837426270352726,4,0,5,1,2,2,0,0,3,3,1,1,0.846744536018617,0.803379847224386
1,1,0,0,0,0,1,1,1,0,0,0,0.503226576888319,1,1,2,2,1,0,0,1,2,1,1,2,0.669375974677869,0.326320992467735
1,1,0,0,0,0,1,1,0,1,1,1,0.510674617282717,1,1,2,2,0,1,0,1,1,2,1,2,0.539664817319886,0.505422072514944
1,1,0,0,0,0,1,1,0,1,1,0,0.490038100359496,0,0,1,1,0,0,0,0,1,1,1,1,0.493191244572412,0.506276596839197
1,1,0,0,0,0,1,1,0,1,0,1,0.666031762807743,3,1,4,2,2,1,0,1,3,2,1,2,0.776434489170722,0.543936352073672
1,1,0,0,0,0,1,1,0,1,0,0,0.74818368009065,5,1,6,2,2,3,0,1,3,4,1,2,0.788361375311624,0.704833882259281
1,1,0,0,0,0,1,1,0,0,1,1,0.387527493404869,1,2,2,3,1,0,0,2,2,1,1,3,0.622080879288586,0.218979354632027
1,1,0,0,0,0,1,1,0,0,1,0,0.500809623406834,3,3,4,4,3,0,1,2,4,1,2,3,0.677551305996575,0.253456219891392
1,1,0,0,0,0,1,1,0,0,0,1,0.833183562230514,9,1,10,2,1,8,1,0,2,9,2,1,0.592349094174497,0.917127700663684
1,1,0,0,0,0,1,1,0,0,0,0,0.691743282121192,8,3,9,4,4,4,1,2,5,5,2,3,0.743705099323583,0.650591036620972
1,1,0,0,0,0,1,0,1,1,1,1,0.501969058698276,0,0,1,1,0,0,0,0,1,1,1,1,0.495971600787105,0.505493127299986
1,1,0,0,0,0,1,0,1,1,1,0,0.492277087173657,0,0,1,1,0,0,0,0,1,1,1,1,0.497482016731117,0.498653687216211
1,1,0,0,0,0,1,0,1,1,0,1,0.488259715147084,0,0,1,1,0,0,0,0,1,1,1,1,0.506548522488764,0.48092172374676
1,1,0,0,0,0,1,0,1,1,0,0,0.49613740087999,0,0,1,1,0,0,0,0,1,1,1,1,0.51790124953251,0.474973576082258
1,1,0,0,0,0,1,0,1,0,1,1,0.505237106507877,0,0,1,1,0,0,0,0,1,1,1,1,0.522223619777571,0.510318558833328
1,1,0,0,0,0,1,0,1,0,1,0,0.493497526276391,0,0,1,1,0,0,0,0,1,1,1,1,0.50657878531482,0.486958819832703
1,1,0,0,0,0,1,0,1,0,0,1,0.758814047888421,2,0,3,1,2,0,0,0,3,1,1,1,0.83772555351863,0.629004622539265
1,1,0,0,0,0,1,0,1,0,0,0,0.660513878298504,1,0,2,1,1,0,0,0,2,1,1,1,0.739507251443073,0.568258045659313
1,1,0,0,0,0,1,0,0,1,1,1,0.509922736769076,0,0,1,1,0,0,0,0,1,1,1,1,0.512806762104262,0.525775436117849
1,1,0,0,0,0,1,0,0,1,1,0,0.495221307178028,0,0,1,1,0,0,0,0,1,1,1,1,0.501666052938863,0.49156167530077
1,1,0,0,0,0,1,0,0,1,0,1,0.508682644910645,0,0,1,1,0,0,0,0,1,1,1,1,0.506952790556017,0.494401343205848
1,1,0,0,0,0,1,0,0,1,0,0,0.506916961630806,0,0,1,1,0,0,0,0,1,1,1,1,0.510086955352843,0.507502391981144
1,1,0,0,0,0,1,0,0,0,1,1,0.640721101617159,1,0,2,1,0,1,0,0,1,2,1,1,0.54554916940907,0.699470351602127
1,1,0,0,0,0,1,0,0,0,1,0,0.339717231132724,0,1,1,2,0,0,0,1,1,1,1,2,0.454140089787751,0.276608095512634
1,1,0,0,0,0,1,0,0,0,0,1,0.244942435589747,0,2,1,3,0,0,0,2,1,1,1,3,0.385571496196981,0.177899085321555
1,1,0,0,0,0,1,0,0,0,0,0,0.568683892162906,3,2,4,3,0,3,0,2,1,4,1,3,0.512176032826182,0.578249657411196
1,1,0,0,0,0,0,1,1,1,1,1,0.667472210878424,1,0,2,1,1,0,0,0,2,1,1,1,0.740798308142509,0.567440126378334
1,1,0,0,0,0,0,1,1,1,1,0,0.501335177335888,0,0,1,1,0,0,0,0,1,1,1,1,0.493366991826245,0.486195040241567
1,1,0,0,0,0,0,1,1,1,0,1,0.675702944063527,1,0,2,1,0,1,0,0,1,2,1,1,0.559218755193747,0.742997720953897
1,1,0,0,0,0,0,1,1,1,0,0,0.323398459865824,0,1,1,2,0,0,1,0,1,1,2,1,0.265337624606289,0.412770655872066
1,1,0,0,0,0,0,1,1,0,1,1,0.673492202375242,3,1,4,2,1,2,0,1,2,3,1,2,0.725863126907515,0.649568216751453
1,1,0,0,0,0,0,1,1,0,1,0,0.751804099063016,2,0,3,1,0,2,0,0,1,3,1,1,0.602564702632826,0.813362255802196
1,1,0,0,0,0,0,1,1,0,0,1,0.332103609835374,0,1,1,2,0,0,0,1,1,1,1,2,0.427530109269507,0.275783907742186
1,1,0,0,0,0,0,1,1,0,0,0,0.867491205269319,6,0,7,1,2,4,0,0,3,5,1,1,0.83377859170379,0.901794067453065
1,1,0,0,0,0,0,1,0,1,1,1,0.500965628012316,0,0,1,1,0,0,0,0,1,1,1,1,0.504807544754297,0.507175142967184
1,1,0,0,0,0,0,1,0,1,1,0,0.505018226284534,0,0,1,1,0,0,0,0,1,1,1,1,0.504363719138555,0.511849105513565
1,1,0,0,0,0,0,1,0,1,0,1,0.800841624373916,3,0,4,1,3,0,0,0,4,1,1,1,0.875567212708767,0.626001549796324
1,1,0,0,0,0,0,1,0,1,0,0,0.669721845221718,1,0,2,1,0,1,0,0,1,2,1,1,0.542485507449718,0.709125609176252
1,1,0,0,0,0,0,1,0,0,1,1,0.401543703481508,3,5,4,6,1,2,1,4,2,3,2,5,0.497651144524526,0.367042192630604
1,1,0,0,0,0,0,1,0,0,1,0,0.440965748607058,6,8,7,9,1,5,2,6,2,6,3,7,0.390101829720738,0.450218102773176
1,1,0,0,0,0,0,1,0,0,0,1,0.888316042077671,15,1,16,2,10,5,0,1,11,6,1,2,0.954998639024035,0.81028616682977
1,1,0,0,0,0,0,1,0,0,0,0,0.769995297552525,20,5,21,6,9,11,0,5,10,12,1,6,0.915489938358478,0.673165154783754
1,1,0,0,0,0,0,0,1,1,1,1,0.489632933728397,0,0,1,1,0,0,0,0,1,1,1,1,0.510383400262619,0.485896497581689
1,1,0,0,0,0,0,0,1,1,1,0,0.493326623983448,0,0,1,1,0,0,0,0,1,1,1,1,0.492028669290133,0.504504870208208
1,1,0,0,0,0,0,0,1,1,0,1,0.50339399123285,0,0,1,1,0,0,0,0,1,1,1,1,0.515021958876573,0.484433513870557
1,1,0,0,0,0,0,0,1,1,0,0,0.506839589562733,0,0,1,1,0,0,0,0,1,1,1,1,0.493356956304158,0.530967902034611
1,1,0,0,0,0,0,0,1,0,1,1,0.496504079568665,0,0,1,1,0,0,0,0,1,1,1,1,0.498757106203282,0.503207061115566
1,1,0,0,0,0,0,0,1,0,1,0,0.337284593916016,0,1,1,2,0,0,0,1,1,1,1,2,0.42641805128135,0.278134510914796
1,1,0,0,0,0,0,0,1,0,0,1,0.504426887027919,0,0,1,1,0,0,0,0,1,1,1,1,0.509763621749181,0.496718813080204
1,1,0,0,0,0,0,0,1,0,0,0,0.665462944173833,1,0,2,1,0,1,0,0,1,2,1,1,0.577512653433877,0.723829324471315
1,1,0,0,0,0,0,0,0,1,1,1,0.505056327864993,0,0,1,1,0,0,0,0,1,1,1,1,0.520281587436476,0.499168856453605
1,1,0,0,0,0,0,0,0,1,1,0,0.513186081727501,0,0,1,1,0,0,0,0,1,1,1,1,0.509181374217338,0.515439105274851
1,1,0,0,0,0,0,0,0,1,0,1,0.339448081964927,0,1,1,2,0,0,0,1,1,1,1,2,0.435448681659877,0.269417146875355
1,1,0,0,0,0,0,0,0,1,0,0,0.659229322952323,1,0,2,1,1,0,0,0,2,1,1,1,0.706930224341117,0.568613721023385
1,1,0,0,0,0,0,0,0,0,1,1,0.39951488225185,1,2,2,3,1,0,0,2,2,1,1,3,0.637832163674465,0.227584398399178
1,1,0,0,0,0,0,0,0,0,1,0,0.562454949475905,3,2,4,3,3,0,0,2,4,1,1,3,0.80511520831654,0.251368993577503
1,1,0,0,0,0,0,0,0,0,0,1,0.547134415257975,5,4,6,5,3,2,1,3,4,3,2,4,0.676375460680869,0.433660244804479
1,1,0,0,0,0,0,0,0,0,0,0,0.222194695987744,1,6,2,7,1,0,0,6,2,1,1,7,0.589647666371259,0.0984621731124824
1,0,1,1,1,1,1,1,1,1,1,1,0.511216963368002,0,0,1,1,0,0,0,0,1,1,1,1,0.539330819588067,0.533627410552641
1,0,1,1,1,1,1,1,1,1,1,0,0.505394682598766,0,0,1,1,0,0,0,0,1,1,1,1,0.507072509593623,0.503034424291074
1,0,1,1,1,1,1,1,1,1,0,1,0.484439663840225,0,0,1,1,0,0,0,0,1,1,1,1,0.490544801364058,0.482002273605149
1,0,1,1,1,1,1,1,1,1,0,0,0.502765378971119,0,0,1,1,0,0,0,0,1,1,1,1,0.522143880093345,0.497294826292976
1,0,1,1,1,1,1,1,1,0,1,1,0.501562497610692,0,0,1,1,0,0,0,0,1,1,1,1,0.50109265879364,0.497770840620187
1,0,1,1,1,1,1,1,1,0,1,0,0.491578891677782,0,0,1,1,0,0,0,0,1,1,1,1,0.482626429747714,0.485696484098344
1,0,1,1,1,1,1,1,1,0,0,1,0.495595732085872,0,0,1,1,0,0,0,0,1,1,1,1,0.504728458445377,0.481704171490696
1,0,1,1,1,1,1,1,1,0,0,0,0.501140880411956,0,0,1,1,0,0,0,0,1,1,1,1,0.504468531901933,0.514122263026972
1,0,1,1,1,1,1,1,0,1,1,1,0.506389745245688,0,0,1,1,0,0,0,0,1,1,1,1,0.494369503872746,0.511197758536365
1,0,1,1,1,1,1,1,0,1,1,0,0.505455684372224,0,0,1,1,0,0,0,0,1,1,1,1,0.514014162927794,0.503419696660367
1,0,1,1,1,1,1,1,0,1,0,1,0.482602417910006,0,0,1,1,0,0,0,0,1,1,1,1,0.486069851097482,0.464991020341261
1,0,1,1,1,1,1,1,0,1,0,0,0.485084252188215,0,0,1,1,0,0,0,0,1,1,1,1,0.499493605228466,0.486890155763829
1,0,1,1,1,1,1,1,0,0,1,1,0.501035556147806,0,0,1,1,0,0,0,0,1,1,1,1,0.503947321427996,0.506672435860413
1,0,1,1,1,1,1,1,0,0,1,0,0.499604454583954,0,0,1,1,0,0,0,0,1,1,1,1,0.478688989709563,0.500443311313593
1,0,1,1,1,1,1,1,0,0,0,1,0.490471514465054,0,0,1,1,0,0,0,0,1,1,1,1,0.508442541327009,0.501691972348058
1,0,1,1,1,1,1,1,0,0,0,0,0.498633604525588,0,0,1,1,0,0,0,0,1,1,1,1,0.490717304750373,0.501973631559837
1,0,1,1,1,1,1,0,1,1,1,1,0.501571943348739,0,0,1,1,0,0,0,0,1,1,1,1,0.499430282520222,0.504210916245666
1,0,1,1,1,1,1,0,1,1,1,0,0.513073382143164,0,0,1,1,0,0,0,0,1,1,1,1,0.520610326562951,0.517994298498366
1,0,1,1,1,1,1,0,1,1,0,1,0.509636411899468,0,0,1,1,0,0,0,0,1,1,1,1,0.501968879704374,0.523797347714377
1,0,1,1,1,1,1,0,1,1,0,0,0.486936204126803,0,0,1,1,0,0,0,0,1,1,1,1,0.477609936438691,0.48053849758416
1,0,1,1,1,1,1,0,1,0,1,1,0.340869247939906,0,1,1,2,0,0,0,1,1,1,1,2,0.440343637178149,0.271606027115596
1,0,1,1,1,1,1,0,1,0,1,0,0.526706138234586,0,0,1,1,0,0,0,0,1,1,1,1,0.538467611622511,0.529159106816101
1,0,1,1,1,1,1,0,1,0,0,1,0.505201344096102,0,0,1,1,0,0,0,0,1,1,1,1,0.514550357497028,0.496572615120351
1,0,1,1,1,1,1,0,1,0,0,0,0.494416005883832,0,0,1,1,0,0,0,0,1,1,1,1,0.481971525207884,0.509640242415486
1,0,1,1,1,1,1,0,0,1,1,1,0.507317751224386,0,0,1,1,0,0,0,0,1,1,1,1,0.483249367767128,0.521731480364951
1,0,1,1,1,1,1,0,0,1,1,0,0.487588592505315,0,0,1,1,0,0,0,0,1,1,1,1,0.486064099118876,0.484018832439487
1,0,1,1,1,1,1,0,0,1,0,1,0.494064108739374,0,0,1,1,0,0,0,0,1,1,1,1,0.493919788688424,0.484818695823183
1,0,1,1,1,1,1,0,0,1,0,0,0.506750599425985,0,0,1,1,0,0,0,0,1,1,1,1,0.513028513498132,0.503730996180518
1,0,1,1,1,1,1,0,0,0,1,1,0.509175845861901,0,0,1,1,0,0,0,0,1,1,1,1,0.504007796209497,0.497892258712431
1,0,1,1,1,1,1,0,0,0,1,0,0.495512919714674,0,0,1,1,0,0,0,0,1,1,1,1,0.498581981590824,0.480381882691752
1,0,1,1,1,1,1,0,0,0,0,1,0.504107841155259,0,0,1,1,0,0,0,0,1,1,1,1,0.502877346431881,0.514587578699123
1,0,1,1,1,1,1,0,0,0,0,0,0.514926173471613,0,0,1,1,0,0,0,0,1,1,1,1,0.512851044944135,0.508786197365207
1,0,1,1,1,1,0,1,1,1,1,1,0.5014500346696,0,0,1,1,0,0,0,0,1,1,1,1,0.501105582856448,0.500712308389013
1,0,1,1,1,1,0,1,1,1,1,0,0.481936075771693,0,0,1,1,0,0,0,0,1,1,1,1,0.47485481624797,0.499993027069176
1,0,1,1,1,1,0,1,1,1,0,1,0.497582162985113,0,0,1,1,0,0,0,0,1,1,1,1,0.518419702095909,0.501659779249814
1,0,1,1,1,1,0,1,1,1,0,0,0.483820009788265,0,0,1,1,0,0,0,0,1,1,1,1,0.485989568286269,0.471923222338691
1,0,1,1,1,1,0,1,1,0,1,1,0.493154982135631,0,0,1,1,0,0,0,0,1,1,1,1,0.496758150869465,0.490371023347095
1,0,1,1,1,1,0,1,1,0,1,0,0.515166463660076,0,0,1,1,0,0,0,0,1,1,1,1,0.527074239879775,0.5075521734628
1,0,1,1,1,1,0,1,1,0,0,1,0.495015070319874,0,0,1,1,0,0,0,0,1,1,1,1,0.493509168978184,0.491047780036183
1,0,1,1,1,1,0,1,1,0,0,0,0.503572387788445,0,0,1,1,0,0,0,0,1,1,1,1,0.493590643969594,0.50416576672606
1,0,1,1,1,1,0,1,0,1,1,1,0.490742602178361,0,0,1,1,0,0,0,0,1,1,1,1,0.507999552871174,0.498492172760266
1,0,1,1,1,1,0,1,0,1,1,0,0.509593943481566,0,0,1,1,0,0,0,0,1,1,1,1,0.508203046055745,0.511799262055534
1,0,1,1,1,1,0,1,0,1,0,1,0.509519954968477,0,0,1,1,0,0,0,0,1,1,1,1,0.502679175428958,0.516966181414814
1,0,1,1,1,1,0,1,0,1,0,0,0.505846713800216,0,0,1,1,0,0,0,0,1,1,1,1,0.507028850585533,0.485845922532925
1,0,1,1,1,1,0,1,0,0,1,1,0.503564499962376,0,0,1,1,0,0,0,0,1,1,1,1,0.508595822135965,0.493606933512407
1,0,1,1,1,1,0,1,0,0,1,0,0.504539635087363,0,0,1,1,0,0,0,0,1,1,1,1,0.497730880741824,0.486715916109826
1,0,1,1,1,1,0,1,0,0,0,1,0.505147536745295,0,0,1,1,0,0,0,0,1,1,1,1,0.502509327180673,0.521490098839972
1,0,1,1,1,1,0,1,0,0,0,0,0.485673435511766,0,0,1,1,0,0,0,0,1,1,1,1,0.489110385271391,0.474336508418635
1,0,1,1,1,1,0,0,1,1,1,1,0.511743605139433,0,0,1,1,0,0,0,0,1,1,1,1,0.513195284547292,0.503924527735889
1,0,1,1,1,1,0,0,1,1,1,0,0.498320842136396,0,0,1,1,0,0,0,0,1,1,1,1,0.494676873893102,0.503166881225936
1,0,1,1,1,1,0,0,1,1,0,1,0.499802365610376,0,0,1,1,0,0,0,0,1,1,1,1,0.486809301634972,0.490408094130062
1,0,1,1,1,1,0,0,1,1,0,0,0.495932130714413,0,0,1,1,0,0,0,0,1,1,1,1,0.499914787291331,0.486900387134353
1,0,1,1,1,1,0,0,1,0,1,1,0.50232156990096,0,0,1,1,0,0,0,0,1,1,1,1,0.499303878581293,0.512237342632243
1,0,1,1,1,1,0,0,1,0,1,0,0.509822562370682,0,0,1,1,0,0,0,0,1,1,1,1,0.50377843125995,0.515450148430963
1,0,1,1,1,1,0,0,1,0,0,1,0.503747936269967,0,0,1,1,0,0,0,0,1,1,1,1,0.505160924836482,0.509469379121289
1,0,1,1,1,1,0,0,1,0,0,0,0.488108977814671,0,0,1,1,0,0,0,0,1,1,1,1,0.480425409923756,0.495138706000137
1,0,1,1,1,1,0,0,0,1,1,1,0.503810962541262,0,0,1,1,0,0,0,0,1,1,1,1,0.489706250218518,0.505921314612308
1,0,1,1,1,1,0,0,0,1,1,0,0.497784785343101,0,0,1,1,0,0,0,0,1,1,1,1,0.498246379664244,0.471241275844257
1,0,1,1,1,1,0,0,0,1,0,1,0.496581117824884,0,0,1,1,0,0,0,0,1,1,1,1,0.491093612904312,0.479891780331875
1,0,1,1,1,1,0,0,0,1,0,0,0.501577034057118,0,0,1,1,0,0,0,0,1,1,1,1,0.506239025469322,0.516777872839248
1,0,1,1,1,1,0,0,0,0,1,1,0.483078206434613,0,0,1,1,0,0,0,0,1,1,1,1,0.469627180153873,0.491917265723785
1,0,1,1,1,1,0,0,0,0,1,0,0.488981105780927,0,0,1,1,0,0,0,0,1,1,1,1,0.506099445538986,0.490036366537304
1,0,1,1,1,1,0,0,0,0,0,1,0.506356901867082,0,0,1,1,0,0,0,0,1,1,1,1,0.481220407448883,0.515403167147934
1,0,1,1,1,1,0,0,0,0,0,0,0.332769094449259,0,1,1,2,0,0,0,1,1,1,1,2,0.42325031887872,0.274805004291407
1,0,1,1,1,0,1,1,1,1,1,1,0.478628640163923,0,0,1,1,0,0,0,0,1,1,1,1,0.487605311014679,0.50188215199649
1,0,1,1,1,0,1,1,1,1,1,0,0.499072100433288,0,0,1,1,0,0,0,0,1,1,1,1,0.489917620867087,0.505336600884001
1,0,1,1,1,0,1,1,1,1,0,1,0.498155313265976,0,0,1,1,0,0,0,0,1,1,1,1,0.520779231161289,0.519710435265915
1,0,1,1,1,0,1,1,1,1,0,0,0.499028444899013,0,0,1,1,0,0,0,0,1,1,1,1,0.487879055672019,0.508336571766172
1,0,1,1,1,0,1,1,1,0,1,1,0.516799866229994,0,0,1,1,0,0,0,0,1,1,1,1,0.513991093556709,0.521656079687083
1,0,1,1,1,0,1,1,1,0,1,0,0.492414996576495,0,0,1,1,0,0,0,0,1,1,1,1,0.481102993788644,0.495236440030164
1,0,1,1,1,0,1,1,1,0,0,1,0.509975805505179,0,0,1,1,0,0,0,0,1,1,1,1,0.503267754443906,0.498406508872868
1,0,1,1,1,0,1,1,1,0,0,0,0.49249508720357,0,0,1,1,0,0,0,0,1,1,1,1,0.502659846340999,0.493071378553943
1,0,1,1,1,0,1,1,0,1,1,1,0.510272775553632,0,0,1,1,0,0,0,0,1,1,1,1,0.494407556243931,0.475522563657621
1,0,1,1,1,0,1,1,0,1,1,0,0.50873758699256,0,0,1,1,0,0,0,0,1,1,1,1,0.505990493794742,0.495529153868435
1,0,1,1,1,0,1,1,0,1,0,1,0.499836654490326,0,0,1,1,0,0,0,0,1,1,1,1,0.502346940880491,0.48818913422366
1,0,1,1,1,0,1,1,0,1,0,0,0.507595254458254,0,0,1,1,0,0,0,0,1,1,1,1,0.527129673700903,0.519517086352392
1,0,1,1,1,0,1,1,0,0,1,1,0.506709105931222,0,0,1,1,0,0,0,0,1,1,1,1,0.492891570389634,0.507983394121064
1,0,1,1,1,0,1,1,0,0,1,0,0.510841704215854,0,0,1,1,0,0,0,0,1,1,1,1,0.518658052670273,0.503772047507073
1,0,1,1,1,0,1,1,0,0,0,1,0.504906797334785,0,0,1,1,0,0,0,0,1,1,1,1,0.501625674501481,0.490068816289686
1,0,1,1,1,0,1,1,0,0,0,0,0.505945768026868,0,0,1,1,0,0,0,0,1,1,1,1,0.503575560050878,0.487468824424698
1,0,1,1,1,0,1,0,1,1,1,1,0.494317939855391,0,0,1,1,0,0,0,0,1,1,1,1,0.49797482581195,0.491608953478008
1,0,1,1,1,0,1,0,1,1,1,0,0.51688283377164,0,0,1,1,0,0,0,0,1,1,1,1,0.515747847116757,0.532591665562319
