"cefalea","escalofrio","hiporexia","odinofagia","exantema","prurito","vomito","altconciencia","edemapar","hepatomeg","rinorrea","hemo","bayes","enfer","san","alpha","beta","hemo.pos.D","hemo.neg.D","hemo.pos.ND","hemo.neg.ND","alpha.secu.1","beta.secu.1","alpha.secu.2","beta.secu.2","bayes.secu.pos","bayes.secu.neg"
1,1,1,1,0,1,1,1,1,0,0,1,0.49481068573799,0,0,1,1,0,0,0,0,1,1,1,1,0.482597396731219,0.49470962760124
1,1,1,1,0,1,1,1,1,0,0,0,0.488999478426529,0,0,1,1,0,0,0,0,1,1,1,1,0.460465463322468,0.501646026219415
1,1,1,1,0,1,1,1,0,1,1,1,0.497021592712495,0,0,1,1,0,0,0,0,1,1,1,1,0.511316099152275,0.49515511945764
1,1,1,1,0,1,1,1,0,1,1,0,0.490973608143395,0,0,1,1,0,0,0,0,1,1,1,1,0.486064231627729,0.477103506489324
1,1,1,1,0,1,1,1,0,1,0,1,0.496740113233449,0,0,1,1,0,0,0,0,1,1,1,1,0.48698966888885,0.494733951868116
1,1,1,1,0,1,1,1,0,1,0,0,0.502712163820164,0,0,1,1,0,0,0,0,1,1,1,1,0.476539069576318,0.505197282670822
1,1,1,1,0,1,1,1,0,0,1,1,0.66328694689142,1,0,2,1,0,1,0,0,1,2,1,1,0.58712205034652,0.720671342983549
1,1,1,1,0,1,1,1,0,0,1,0,0.499937754865503,0,0,1,1,0,0,0,0,1,1,1,1,0.499554512729998,0.487739595124136
1,1,1,1,0,1,1,1,0,0,0,1,0.753456270104039,2,0,3,1,2,0,0,0,3,1,1,1,0.826610764061056,0.599028207595463
1,1,1,1,0,1,1,1,0,0,0,0,0.498983069277834,0,0,1,1,0,0,0,0,1,1,1,1,0.507008987533298,0.502738819590099
1,1,1,1,0,1,1,0,1,1,1,1,0.501976270732004,0,0,1,1,0,0,0,0,1,1,1,1,0.484549974280098,0.504815478071127
1,1,1,1,0,1,1,0,1,1,1,0,0.487506335719721,0,0,1,1,0,0,0,0,1,1,1,1,0.462488248196392,0.493373048235941
1,1,1,1,0,1,1,0,1,1,0,1,0.503785470657982,0,0,1,1,0,0,0,0,1,1,1,1,0.499351891323973,0.49257800596026
1,1,1,1,0,1,1,0,1,1,0,0,0.497679197584279,0,0,1,1,0,0,0,0,1,1,1,1,0.496823122887357,0.509701450316736
1,1,1,1,0,1,1,0,1,0,1,1,0.653570632524546,1,0,2,1,0,1,0,0,1,2,1,1,0.553688869538722,0.711503036082973
1,1,1,1,0,1,1,0,1,0,1,0,0.333427445466638,0,1,1,2,0,0,0,1,1,1,1,2,0.434455039063861,0.273322814409473
1,1,1,1,0,1,1,0,1,0,0,1,0.756399289977086,2,0,3,1,1,1,0,0,2,2,1,1,0.756075447665751,0.747471810247034
1,1,1,1,0,1,1,0,1,0,0,0,0.491714078067569,0,0,1,1,0,0,0,0,1,1,1,1,0.488812238023744,0.47743276904656
1,1,1,1,0,1,1,0,0,1,1,1,0.495703758065356,0,0,1,1,0,0,0,0,1,1,1,1,0.486527359475367,0.507720653198159
1,1,1,1,0,1,1,0,0,1,1,0,0.511000953199575,0,0,1,1,0,0,0,0,1,1,1,1,0.507848360951302,0.51401849554809
1,1,1,1,0,1,1,0,0,1,0,1,0.482771562061273,0,0,1,1,0,0,0,0,1,1,1,1,0.460047341379297,0.481504903528219
1,1,1,1,0,1,1,0,0,1,0,0,0.507636511688586,0,0,1,1,0,0,0,0,1,1,1,1,0.494339724492281,0.504324719839794
1,1,1,1,0,1,1,0,0,0,1,1,0.494304623414245,1,1,2,2,0,1,0,1,1,2,1,2,0.477564400719889,0.498374746524439
1,1,1,1,0,1,1,0,0,0,1,0,0.489124061283655,0,0,1,1,0,0,0,0,1,1,1,1,0.489475431538251,0.506611873223775
1,1,1,1,0,1,1,0,0,0,0,1,0.333888400832649,0,1,1,2,0,0,1,0,1,1,2,1,0.270844730050886,0.444389176720528
1,1,1,1,0,1,1,0,0,0,0,0,0.333419935774574,0,1,1,2,0,0,1,0,1,1,2,1,0.2653441389321,0.42188739305681
1,1,1,1,0,1,0,1,1,1,1,1,0.496177203986095,0,0,1,1,0,0,0,0,1,1,1,1,0.511594389051525,0.480997645589668
1,1,1,1,0,1,0,1,1,1,1,0,0.483392193339299,0,0,1,1,0,0,0,0,1,1,1,1,0.500864308199431,0.479843516770628
1,1,1,1,0,1,0,1,1,1,0,1,0.504472166288178,0,0,1,1,0,0,0,0,1,1,1,1,0.502128456852103,0.482221098857403
1,1,1,1,0,1,0,1,1,1,0,0,0.499640062427847,0,0,1,1,0,0,0,0,1,1,1,1,0.487183832414026,0.504402710371508
1,1,1,1,0,1,0,1,1,0,1,1,0.504728539277567,0,0,1,1,0,0,0,0,1,1,1,1,0.493076267190791,0.512045646249717
1,1,1,1,0,1,0,1,1,0,1,0,0.505066887596622,0,0,1,1,0,0,0,0,1,1,1,1,0.499627505771266,0.494329680006487
1,1,1,1,0,1,0,1,1,0,0,1,0.505904055921128,0,0,1,1,0,0,0,0,1,1,1,1,0.495368071009678,0.494228763133611
1,1,1,1,0,1,0,1,1,0,0,0,0.496741371180862,0,0,1,1,0,0,0,0,1,1,1,1,0.493764255316058,0.492906140787327
1,1,1,1,0,1,0,1,0,1,1,1,0.496619534006575,0,0,1,1,0,0,0,0,1,1,1,1,0.498010187910242,0.475078717107667
1,1,1,1,0,1,0,1,0,1,1,0,0.480298991336953,0,0,1,1,0,0,0,0,1,1,1,1,0.486275692858594,0.473879276161171
1,1,1,1,0,1,0,1,0,1,0,1,0.519221757045249,0,0,1,1,0,0,0,0,1,1,1,1,0.540026068457521,0.518068132921837
1,1,1,1,0,1,0,1,0,1,0,0,0.509733544837683,0,0,1,1,0,0,0,0,1,1,1,1,0.517319625888627,0.508249558925821
1,1,1,1,0,1,0,1,0,0,1,1,0.518445044374093,0,0,1,1,0,0,0,0,1,1,1,1,0.511014757771316,0.530992533101065
1,1,1,1,0,1,0,1,0,0,1,0,0.486658635235159,0,0,1,1,0,0,0,0,1,1,1,1,0.492069117276841,0.47557174956962
1,1,1,1,0,1,0,1,0,0,0,1,0.509860360506922,0,0,1,1,0,0,0,0,1,1,1,1,0.48566080237542,0.518765580852527
1,1,1,1,0,1,0,1,0,0,0,0,0.500192337610992,0,0,1,1,0,0,0,0,1,1,1,1,0.496038950551965,0.486507498469023
1,1,1,1,0,1,0,0,1,1,1,1,0.491884106714511,0,0,1,1,0,0,0,0,1,1,1,1,0.503192985301665,0.493873352728799
1,1,1,1,0,1,0,0,1,1,1,0,0.494725124679506,0,0,1,1,0,0,0,0,1,1,1,1,0.494768768162985,0.481616776120383
1,1,1,1,0,1,0,0,1,1,0,1,0.664966135957836,1,0,2,1,1,0,0,0,2,1,1,1,0.728527575589735,0.558639803710343
1,1,1,1,0,1,0,0,1,1,0,0,0.50412499727658,0,0,1,1,0,0,0,0,1,1,1,1,0.502693520104502,0.497644665114043
1,1,1,1,0,1,0,0,1,0,1,1,0.667454531208537,1,0,2,1,1,0,0,0,2,1,1,1,0.721876034166677,0.578513903073472
1,1,1,1,0,1,0,0,1,0,1,0,0.323344540131469,0,1,1,2,0,0,0,1,1,1,1,2,0.431903654854142,0.25035611975651
1,1,1,1,0,1,0,0,1,0,0,1,0.673808140366879,1,0,2,1,0,1,0,0,1,2,1,1,0.567257200950251,0.724536101453328
1,1,1,1,0,1,0,0,1,0,0,0,0.496258725720691,0,0,1,1,0,0,0,0,1,1,1,1,0.51534674360511,0.491575007984311
1,1,1,1,0,1,0,0,0,1,1,1,0.337318079216213,0,1,1,2,0,0,0,1,1,1,1,2,0.418093495543101,0.272766653600081
1,1,1,1,0,1,0,0,0,1,1,0,0.501080810774816,0,0,1,1,0,0,0,0,1,1,1,1,0.507872298085161,0.499729731005801
1,1,1,1,0,1,0,0,0,1,0,1,0.50746721631079,0,0,1,1,0,0,0,0,1,1,1,1,0.525724871198647,0.505495610564279
